ENSMUSG00000000031
ENSMUSG00000000049
ENSMUSG00000000056
ENSMUSG00000000058
ENSMUSG00000000078
ENSMUSG00000000085
ENSMUSG00000000088
ENSMUSG00000000093
ENSMUSG00000000126
ENSMUSG00000000127
ENSMUSG00000000134
ENSMUSG00000000142
ENSMUSG00000000148
ENSMUSG00000000154
ENSMUSG00000000159
ENSMUSG00000000167
ENSMUSG00000000194
ENSMUSG00000000204
ENSMUSG00000000275
ENSMUSG00000000278
ENSMUSG00000000282
ENSMUSG00000000290
ENSMUSG00000000295
ENSMUSG00000000303
ENSMUSG00000000340
ENSMUSG00000000346
ENSMUSG00000000355
ENSMUSG00000000378
ENSMUSG00000000420
ENSMUSG00000000439
ENSMUSG00000000440
ENSMUSG00000000530
ENSMUSG00000000531
ENSMUSG00000000532
ENSMUSG00000000561
ENSMUSG00000000567
ENSMUSG00000000579
ENSMUSG00000000581
ENSMUSG00000000600
ENSMUSG00000000631
ENSMUSG00000000686
ENSMUSG00000000690
ENSMUSG00000000693
ENSMUSG00000000708
ENSMUSG00000000711
ENSMUSG00000000732
ENSMUSG00000000740
ENSMUSG00000000787
ENSMUSG00000000811
ENSMUSG00000000823
ENSMUSG00000000826
ENSMUSG00000000827
ENSMUSG00000000838
ENSMUSG00000000861
ENSMUSG00000000884
ENSMUSG00000000915
ENSMUSG00000000916
ENSMUSG00000000957
ENSMUSG00000000959
ENSMUSG00000000976
ENSMUSG00000001014
ENSMUSG00000001016
ENSMUSG00000001020
ENSMUSG00000001025
ENSMUSG00000001039
ENSMUSG00000001056
ENSMUSG00000001089
ENSMUSG00000001100
ENSMUSG00000001103
ENSMUSG00000001105
ENSMUSG00000001123
ENSMUSG00000001131
ENSMUSG00000001138
ENSMUSG00000001150
ENSMUSG00000001155
ENSMUSG00000001175
ENSMUSG00000001227
ENSMUSG00000001228
ENSMUSG00000001240
ENSMUSG00000001247
ENSMUSG00000001280
ENSMUSG00000001285
ENSMUSG00000001289
ENSMUSG00000001313
ENSMUSG00000001376
ENSMUSG00000001383
ENSMUSG00000001403
ENSMUSG00000001415
ENSMUSG00000001416
ENSMUSG00000001418
ENSMUSG00000001419
ENSMUSG00000001436
ENSMUSG00000001445
ENSMUSG00000001472
ENSMUSG00000001473
ENSMUSG00000001506
ENSMUSG00000001517
ENSMUSG00000001520
ENSMUSG00000001524
ENSMUSG00000001542
ENSMUSG00000001555
ENSMUSG00000001558
ENSMUSG00000001569
ENSMUSG00000001576
ENSMUSG00000001588
ENSMUSG00000001604
ENSMUSG00000001630
ENSMUSG00000001632
ENSMUSG00000001665
ENSMUSG00000001670
ENSMUSG00000001700
ENSMUSG00000001739
ENSMUSG00000001751
ENSMUSG00000001755
ENSMUSG00000001761
ENSMUSG00000001763
ENSMUSG00000001768
ENSMUSG00000001774
ENSMUSG00000001786
ENSMUSG00000001829
ENSMUSG00000001833
ENSMUSG00000001844
ENSMUSG00000001855
ENSMUSG00000001864
ENSMUSG00000001918
ENSMUSG00000001946
ENSMUSG00000001962
ENSMUSG00000001964
ENSMUSG00000001983
ENSMUSG00000001998
ENSMUSG00000001999
ENSMUSG00000002014
ENSMUSG00000002028
ENSMUSG00000002031
ENSMUSG00000002043
ENSMUSG00000002055
ENSMUSG00000002058
ENSMUSG00000002059
ENSMUSG00000002064
ENSMUSG00000002083
ENSMUSG00000002102
ENSMUSG00000002103
ENSMUSG00000002108
ENSMUSG00000002129
ENSMUSG00000002147
ENSMUSG00000002204
ENSMUSG00000002205
ENSMUSG00000002210
ENSMUSG00000002233
ENSMUSG00000002250
ENSMUSG00000002257
ENSMUSG00000002274
ENSMUSG00000002279
ENSMUSG00000002280
ENSMUSG00000002307
ENSMUSG00000002308
ENSMUSG00000002320
ENSMUSG00000002325
ENSMUSG00000002342
ENSMUSG00000002345
ENSMUSG00000002365
ENSMUSG00000002372
ENSMUSG00000002379
ENSMUSG00000002395
ENSMUSG00000002396
ENSMUSG00000002409
ENSMUSG00000002416
ENSMUSG00000002428
ENSMUSG00000002455
ENSMUSG00000002477
ENSMUSG00000002486
ENSMUSG00000002546
ENSMUSG00000002580
ENSMUSG00000002625
ENSMUSG00000002660
ENSMUSG00000002661
ENSMUSG00000002699
ENSMUSG00000002718
ENSMUSG00000002728
ENSMUSG00000002733
ENSMUSG00000002741
ENSMUSG00000002748
ENSMUSG00000002763
ENSMUSG00000002767
ENSMUSG00000002769
ENSMUSG00000002771
ENSMUSG00000002778
ENSMUSG00000002781
ENSMUSG00000002803
ENSMUSG00000002820
ENSMUSG00000002825
ENSMUSG00000002833
ENSMUSG00000002835
ENSMUSG00000002871
ENSMUSG00000002897
ENSMUSG00000002900
ENSMUSG00000002948
ENSMUSG00000002949
ENSMUSG00000002957
ENSMUSG00000002963
ENSMUSG00000002992
ENSMUSG00000003031
ENSMUSG00000003033
ENSMUSG00000003037
ENSMUSG00000003039
ENSMUSG00000003068
ENSMUSG00000003072
ENSMUSG00000003119
ENSMUSG00000003135
ENSMUSG00000003184
ENSMUSG00000003198
ENSMUSG00000003199
ENSMUSG00000003206
ENSMUSG00000003208
ENSMUSG00000003226
ENSMUSG00000003233
ENSMUSG00000003234
ENSMUSG00000003235
ENSMUSG00000003279
ENSMUSG00000003283
ENSMUSG00000003299
ENSMUSG00000003345
ENSMUSG00000003382
ENSMUSG00000003402
ENSMUSG00000003420
ENSMUSG00000003421
ENSMUSG00000003423
ENSMUSG00000003437
ENSMUSG00000003464
ENSMUSG00000003469
ENSMUSG00000003541
ENSMUSG00000003546
ENSMUSG00000003549
ENSMUSG00000003559
ENSMUSG00000003573
ENSMUSG00000003581
ENSMUSG00000003604
ENSMUSG00000003617
ENSMUSG00000003660
ENSMUSG00000003680
ENSMUSG00000003779
ENSMUSG00000003808
ENSMUSG00000003812
ENSMUSG00000003814
ENSMUSG00000003865
ENSMUSG00000003948
ENSMUSG00000003970
ENSMUSG00000003992
ENSMUSG00000004018
ENSMUSG00000004032
ENSMUSG00000004043
ENSMUSG00000004054
ENSMUSG00000004056
ENSMUSG00000004069
ENSMUSG00000004070
ENSMUSG00000004085
ENSMUSG00000004096
ENSMUSG00000004100
ENSMUSG00000004105
ENSMUSG00000004127
ENSMUSG00000004151
ENSMUSG00000004187
ENSMUSG00000004207
ENSMUSG00000004221
ENSMUSG00000004233
ENSMUSG00000004264
ENSMUSG00000004270
ENSMUSG00000004285
ENSMUSG00000004455
ENSMUSG00000004460
ENSMUSG00000004500
ENSMUSG00000004508
ENSMUSG00000004535
ENSMUSG00000004552
ENSMUSG00000004561
ENSMUSG00000004565
ENSMUSG00000004567
ENSMUSG00000004610
ENSMUSG00000004612
ENSMUSG00000004626
ENSMUSG00000004633
ENSMUSG00000004637
ENSMUSG00000004655
ENSMUSG00000004665
ENSMUSG00000004677
ENSMUSG00000004709
ENSMUSG00000004730
ENSMUSG00000004768
ENSMUSG00000004788
ENSMUSG00000004789
ENSMUSG00000004837
ENSMUSG00000004846
ENSMUSG00000004864
ENSMUSG00000004891
ENSMUSG00000004897
ENSMUSG00000004929
ENSMUSG00000004931
ENSMUSG00000004947
ENSMUSG00000004951
ENSMUSG00000004952
ENSMUSG00000004994
ENSMUSG00000004996
ENSMUSG00000005054
ENSMUSG00000005078
ENSMUSG00000005102
ENSMUSG00000005142
ENSMUSG00000005148
ENSMUSG00000005161
ENSMUSG00000005198
ENSMUSG00000005204
ENSMUSG00000005225
ENSMUSG00000005237
ENSMUSG00000005262
ENSMUSG00000005268
ENSMUSG00000005320
ENSMUSG00000005370
ENSMUSG00000005373
ENSMUSG00000005374
ENSMUSG00000005397
ENSMUSG00000005410
ENSMUSG00000005413
ENSMUSG00000005417
ENSMUSG00000005442
ENSMUSG00000005469
ENSMUSG00000005470
ENSMUSG00000005481
ENSMUSG00000005483
ENSMUSG00000005505
ENSMUSG00000005506
ENSMUSG00000005547
ENSMUSG00000005566
ENSMUSG00000005575
ENSMUSG00000005609
ENSMUSG00000005615
ENSMUSG00000005672
ENSMUSG00000005677
ENSMUSG00000005681
ENSMUSG00000005682
ENSMUSG00000005683
ENSMUSG00000005687
ENSMUSG00000005698
ENSMUSG00000005699
ENSMUSG00000005763
ENSMUSG00000005774
ENSMUSG00000005800
ENSMUSG00000005803
ENSMUSG00000005804
ENSMUSG00000005823
ENSMUSG00000005836
ENSMUSG00000005871
ENSMUSG00000005881
ENSMUSG00000005893
ENSMUSG00000005897
ENSMUSG00000005899
ENSMUSG00000005907
ENSMUSG00000005936
ENSMUSG00000005951
ENSMUSG00000005958
ENSMUSG00000005980
ENSMUSG00000005986
ENSMUSG00000006005
ENSMUSG00000006024
ENSMUSG00000006058
ENSMUSG00000006127
ENSMUSG00000006134
ENSMUSG00000006169
ENSMUSG00000006205
ENSMUSG00000006215
ENSMUSG00000006241
ENSMUSG00000006262
ENSMUSG00000006273
ENSMUSG00000006304
ENSMUSG00000006310
ENSMUSG00000006333
ENSMUSG00000006344
ENSMUSG00000006356
ENSMUSG00000006369
ENSMUSG00000006373
ENSMUSG00000006378
ENSMUSG00000006386
ENSMUSG00000006390
ENSMUSG00000006392
ENSMUSG00000006403
ENSMUSG00000006412
ENSMUSG00000006418
ENSMUSG00000006442
ENSMUSG00000006445
ENSMUSG00000006463
ENSMUSG00000006476
ENSMUSG00000006494
ENSMUSG00000006498
ENSMUSG00000006517
ENSMUSG00000006526
ENSMUSG00000006527
ENSMUSG00000006576
ENSMUSG00000006585
ENSMUSG00000006599
ENSMUSG00000006641
ENSMUSG00000006673
ENSMUSG00000006675
ENSMUSG00000006676
ENSMUSG00000006705
ENSMUSG00000006728
ENSMUSG00000006731
ENSMUSG00000006732
ENSMUSG00000006782
ENSMUSG00000006818
ENSMUSG00000006850
ENSMUSG00000006941
ENSMUSG00000006998
ENSMUSG00000007029
ENSMUSG00000007033
ENSMUSG00000007036
ENSMUSG00000007038
ENSMUSG00000007039
ENSMUSG00000007041
ENSMUSG00000007050
ENSMUSG00000007080
ENSMUSG00000007207
ENSMUSG00000007216
ENSMUSG00000007379
ENSMUSG00000007411
ENSMUSG00000007458
ENSMUSG00000007476
ENSMUSG00000007564
ENSMUSG00000007570
ENSMUSG00000007594
ENSMUSG00000007603
ENSMUSG00000007610
ENSMUSG00000007613
ENSMUSG00000007655
ENSMUSG00000007656
ENSMUSG00000007739
ENSMUSG00000007805
ENSMUSG00000007812
ENSMUSG00000007815
ENSMUSG00000007817
ENSMUSG00000007836
ENSMUSG00000007837
ENSMUSG00000007850
ENSMUSG00000007867
ENSMUSG00000007872
ENSMUSG00000007892
ENSMUSG00000007987
ENSMUSG00000008036
ENSMUSG00000008167
ENSMUSG00000008200
ENSMUSG00000008206
ENSMUSG00000008226
ENSMUSG00000008301
ENSMUSG00000008333
ENSMUSG00000008373
ENSMUSG00000008384
ENSMUSG00000008450
ENSMUSG00000008475
ENSMUSG00000008540
ENSMUSG00000008604
ENSMUSG00000008682
ENSMUSG00000008683
ENSMUSG00000008690
ENSMUSG00000008845
ENSMUSG00000008958
ENSMUSG00000008976
ENSMUSG00000009076
ENSMUSG00000009090
ENSMUSG00000009112
ENSMUSG00000009145
ENSMUSG00000009246
ENSMUSG00000009291
ENSMUSG00000009293
ENSMUSG00000009376
ENSMUSG00000009535
ENSMUSG00000009545
ENSMUSG00000009563
ENSMUSG00000009569
ENSMUSG00000009585
ENSMUSG00000009630
ENSMUSG00000009633
