ENSMUSG00000000001
ENSMUSG00000000028
ENSMUSG00000000037
ENSMUSG00000000120
ENSMUSG00000000131
ENSMUSG00000000149
ENSMUSG00000000157
ENSMUSG00000000168
ENSMUSG00000000171
ENSMUSG00000000184
ENSMUSG00000000197
ENSMUSG00000000244
ENSMUSG00000000247
ENSMUSG00000000266
ENSMUSG00000000276
ENSMUSG00000000296
ENSMUSG00000000301
ENSMUSG00000000305
ENSMUSG00000000308
ENSMUSG00000000317
ENSMUSG00000000318
ENSMUSG00000000320
ENSMUSG00000000326
ENSMUSG00000000339
ENSMUSG00000000359
ENSMUSG00000000365
ENSMUSG00000000374
ENSMUSG00000000384
ENSMUSG00000000385
ENSMUSG00000000392
ENSMUSG00000000399
ENSMUSG00000000402
ENSMUSG00000000409
ENSMUSG00000000416
ENSMUSG00000000441
ENSMUSG00000000486
ENSMUSG00000000489
ENSMUSG00000000538
ENSMUSG00000000552
ENSMUSG00000000555
ENSMUSG00000000562
ENSMUSG00000000563
ENSMUSG00000000568
ENSMUSG00000000605
ENSMUSG00000000627
ENSMUSG00000000628
ENSMUSG00000000673
ENSMUSG00000000682
ENSMUSG00000000738
ENSMUSG00000000739
ENSMUSG00000000743
ENSMUSG00000000751
ENSMUSG00000000753
ENSMUSG00000000759
ENSMUSG00000000776
ENSMUSG00000000782
ENSMUSG00000000791
ENSMUSG00000000794
ENSMUSG00000000804
ENSMUSG00000000817
ENSMUSG00000000876
ENSMUSG00000000881
ENSMUSG00000000901
ENSMUSG00000000902
ENSMUSG00000000903
ENSMUSG00000000934
ENSMUSG00000000942
ENSMUSG00000000958
ENSMUSG00000000982
ENSMUSG00000001017
ENSMUSG00000001018
ENSMUSG00000001027
ENSMUSG00000001029
ENSMUSG00000001034
ENSMUSG00000001036
ENSMUSG00000001052
ENSMUSG00000001053
ENSMUSG00000001054
ENSMUSG00000001062
ENSMUSG00000001065
ENSMUSG00000001076
ENSMUSG00000001082
ENSMUSG00000001095
ENSMUSG00000001098
ENSMUSG00000001119
ENSMUSG00000001120
ENSMUSG00000001127
ENSMUSG00000001128
ENSMUSG00000001134
ENSMUSG00000001143
ENSMUSG00000001151
ENSMUSG00000001156
ENSMUSG00000001158
ENSMUSG00000001166
ENSMUSG00000001173
ENSMUSG00000001211
ENSMUSG00000001225
ENSMUSG00000001229
ENSMUSG00000001248
ENSMUSG00000001249
ENSMUSG00000001270
ENSMUSG00000001281
ENSMUSG00000001288
ENSMUSG00000001300
ENSMUSG00000001305
ENSMUSG00000001323
ENSMUSG00000001333
ENSMUSG00000001334
ENSMUSG00000001348
ENSMUSG00000001349
ENSMUSG00000001366
ENSMUSG00000001380
ENSMUSG00000001420
ENSMUSG00000001424
ENSMUSG00000001435
ENSMUSG00000001440
ENSMUSG00000001441
ENSMUSG00000001444
ENSMUSG00000001467
ENSMUSG00000001482
ENSMUSG00000001493
ENSMUSG00000001494
ENSMUSG00000001497
ENSMUSG00000001507
ENSMUSG00000001518
ENSMUSG00000001521
ENSMUSG00000001525
ENSMUSG00000001552
ENSMUSG00000001583
ENSMUSG00000001627
ENSMUSG00000001642
ENSMUSG00000001663
ENSMUSG00000001666
ENSMUSG00000001672
ENSMUSG00000001674
ENSMUSG00000001687
ENSMUSG00000001707
ENSMUSG00000001729
ENSMUSG00000001741
ENSMUSG00000001750
ENSMUSG00000001767
ENSMUSG00000001783
ENSMUSG00000001785
ENSMUSG00000001794
ENSMUSG00000001802
ENSMUSG00000001827
ENSMUSG00000001847
ENSMUSG00000001870
ENSMUSG00000001891
ENSMUSG00000001909
ENSMUSG00000001910
ENSMUSG00000001911
ENSMUSG00000001924
ENSMUSG00000001930
ENSMUSG00000001942
ENSMUSG00000001943
ENSMUSG00000001948
ENSMUSG00000001985
ENSMUSG00000001986
ENSMUSG00000001988
ENSMUSG00000001995
ENSMUSG00000002006
ENSMUSG00000002007
ENSMUSG00000002010
ENSMUSG00000002012
ENSMUSG00000002015
ENSMUSG00000002017
ENSMUSG00000002020
ENSMUSG00000002032
ENSMUSG00000002033
ENSMUSG00000002052
ENSMUSG00000002068
ENSMUSG00000002076
ENSMUSG00000002100
ENSMUSG00000002105
ENSMUSG00000002107
ENSMUSG00000002109
ENSMUSG00000002111
ENSMUSG00000002221
ENSMUSG00000002222
ENSMUSG00000002227
ENSMUSG00000002228
ENSMUSG00000002249
ENSMUSG00000002265
ENSMUSG00000002266
ENSMUSG00000002289
ENSMUSG00000002297
ENSMUSG00000002319
ENSMUSG00000002324
ENSMUSG00000002329
ENSMUSG00000002332
ENSMUSG00000002343
ENSMUSG00000002346
ENSMUSG00000002384
ENSMUSG00000002393
ENSMUSG00000002413
ENSMUSG00000002458
ENSMUSG00000002475
ENSMUSG00000002489
ENSMUSG00000002496
ENSMUSG00000002504
ENSMUSG00000002524
ENSMUSG00000002550
ENSMUSG00000002578
ENSMUSG00000002588
ENSMUSG00000002602
ENSMUSG00000002603
ENSMUSG00000002608
ENSMUSG00000002617
ENSMUSG00000002633
ENSMUSG00000002635
ENSMUSG00000002658
ENSMUSG00000002668
ENSMUSG00000002679
ENSMUSG00000002688
ENSMUSG00000002731
ENSMUSG00000002732
ENSMUSG00000002768
ENSMUSG00000002797
ENSMUSG00000002799
ENSMUSG00000002804
ENSMUSG00000002808
ENSMUSG00000002812
ENSMUSG00000002814
ENSMUSG00000002831
ENSMUSG00000002844
ENSMUSG00000002845
ENSMUSG00000002846
ENSMUSG00000002847
ENSMUSG00000002870
ENSMUSG00000002881
ENSMUSG00000002885
ENSMUSG00000002908
ENSMUSG00000002910
ENSMUSG00000002944
ENSMUSG00000002968
ENSMUSG00000002980
ENSMUSG00000002981
ENSMUSG00000002983
ENSMUSG00000002984
ENSMUSG00000002985
ENSMUSG00000002996
ENSMUSG00000002997
ENSMUSG00000003032
ENSMUSG00000003038
ENSMUSG00000003051
ENSMUSG00000003053
ENSMUSG00000003062
ENSMUSG00000003070
ENSMUSG00000003099
ENSMUSG00000003123
