,lod,A_J.39,C57BL_6J.39,129S1_SvImJ.39,NOD_ShiLtJ.39,NZO_HlLtJ.39,CAST_EiJ.39,PWK_PhJ.39,WSB_EiJ.39,pearson_corr,spearman_corr
ENSMUSG00000097164,137.984230098381,-0.433859055144591,-0.37797853002197,-1.66050465208071,-0.440026830410359,2.44899188223179,1.24760140596432,-0.520856967621923,-0.263367252916549,-0.3631889226592837,-0.5000000000000001
ENSMUSG00000078964,137.886908997095,0.685688734573347,-0.674159060064099,-0.484504505507722,-0.0020800739866799,0.296849227940929,2.48611986119804,-1.27075516833808,-1.03715901581574,-0.46717758384906133,-0.4047619047619048
ENSMUSG00000000295,137.109186125918,-0.501885532232531,-0.527643239638899,-0.737378050112008,-0.558404093214426,-0.651136248166191,1.8760937098344,1.97467600509931,-0.874322551569654,-0.8704053634166198,-0.30952380952380953
ENSMUSG00000069825,137.006186816482,-0.173688438243134,-0.0952513598751079,-0.0431876289339536,-0.0746503373199363,-0.233111589500279,2.49902528325531,-1.87785976096968,-0.0012761684132213,0.6029500022288691,0.5952380952380953
ENSMUSG00000024026,136.713312170623,2.35104268583114,-0.708553574399419,0.878124252404619,-0.743398098721863,-0.782768606644078,0.757799153595499,-0.985463087674209,-0.766782724391692,-0.4283487653112895,-0.2380952380952381
ENSMUSG00000001482,136.586171283368,1.02474383302574,0.804300025147375,-0.45718940763689,1.15027275445673,1.11253352437964,-2.01907059882462,-1.23013710036115,-0.385453030186829,-0.5948415821909095,-0.2142857142857143
ENSMUSG00000009894,136.524651293991,-1.67821751246499,0.946562625616135,1.03054647885118,0.829971271996331,-0.179590136253266,-0.0726125386440088,-1.552367988463,0.675707799361619,0.7166282048995876,0.6428571428571429
ENSMUSG00000078695,136.191707197985,-0.15368460876973,0.556498735206802,0.349598093999077,-0.551967634480452,-0.215640972730102,2.11931944809273,-0.413000948684952,-1.69112211263338,-0.5036492949515976,-0.4761904761904762
ENSMUSG00000029864,135.891080523714,-0.669724873197027,-0.838719880049242,-0.807594260771634,-0.798412649365559,-0.882321612849824,-0.0310493497452766,2.42531794067149,1.60250468530707,0.37902881734118804,0.5030030300035688
ENSMUSG00000086968,135.608306851508,0.666198027449796,0.995950089522577,0.764775612266756,0.905351735648851,-1.67527799812465,-1.3326681577186,-1.29350774812865,0.96917843908392,0.7907523292595777,0.5952380952380953
ENSMUSG00000021476,135.481361518352,-1.05941985336471,1.59935660760713,-0.628280089354695,-0.645033374158383,-0.513161027218245,1.59953594918069,-0.195209210775218,-0.157789001916576,-0.4896562005124884,-0.4285714285714286
ENSMUSG00000020956,133.935040943892,1.24516823180981,-0.0979631786127852,-1.20187402983587,1.38533738705982,-0.513175388163623,-1.52730093889221,-0.82249656525478,1.53230448188963,-0.6469431478906496,-0.523809523809524
ENSMUSG00000041044,133.673020127029,1.11483727025773,1.18007510982442,-1.39456222355306,1.78787775236157,-1.23265194533014,-1.01875077487252,0.54146986177376,-0.978295050461759,-0.210300781018798,-0.19047619047619052
ENSMUSG00000025815,133.662631484759,-1.19595992502528,-1.04067918383135,1.03802914376921,-1.15331158825083,-1.28817077812156,1.52886004812273,1.42205274252409,0.689179540812996,0.5711494962158485,0.5714285714285715
ENSMUSG00000026029,132.824826476372,0.691548789481908,0.65840224218205,0.507611846412479,0.692626668549762,0.648511802951856,-1.7917123450449,-2.08042685286065,0.673437848327499,0.8417442417748444,0.4523809523809524
ENSMUSG00000022066,132.824156928263,-0.970359773117843,-0.938874937518998,0.679469858440707,-1.08026505290495,-0.727179968119536,2.89149365827842,1.15575891122015,-1.01004269627796,0.7028762430845014,0.7319250547114
ENSMUSG00000049882,132.454931118116,1.27073667768547,-1.31994858018269,-1.13944250027454,1.62130226805571,-1.05270896455709,0.902217744551756,0.803917483732443,-1.08607412901106,0.8428652345851638,0.8571428571428572
ENSMUSG00000021214,132.370450616534,-1.12862423945565,-0.866879302703193,-1.28249026400961,-0.888500262031427,1.15947863738012,1.59973218973405,2.07609819009578,-0.668814949010072,0.7121738491878213,0.6190476190476191
ENSMUSG00000097177,132.217633682196,0.462449247871758,0.0421550363536784,0.240198197072311,-0.286364926605152,-1.04071953309015,2.49353822832102,-0.665411229961588,-1.24584501996188,-0.34938566786436875,-0.3571428571428572
ENSMUSG00000043418,132.063781099841,1.41269167156034,1.2618739235125,-0.978759866151543,1.51254538464838,-0.858909123732709,-1.00216724749231,-0.685621603948484,-0.661653138396181,0.44681683980262155,0.14285714285714288
ENSMUSG00000034744,131.073443104969,-0.509916266964471,-0.387827045944326,-0.123854762641209,-0.577804869707602,1.56465410621238,-1.16136058480274,1.86316447142567,-0.667055047577701,0.8505267975264029,0.4761904761904762
ENSMUSG00000022476,130.753913869193,0.412568274241434,-0.0213350049290336,-0.042587847931589,0.056531262812282,0.350174460860494,-1.40799022981578,-1.84487613014094,2.49751521490313,0.27649278668028937,0.261904761904762
ENSMUSG00000056938,130.499481921723,1.05536438604535,9.50751259022331e-05,0.393864560075916,0.911725667227417,-1.81392737163707,-1.68321605976699,-0.569807335915542,1.70590107884501,0.6793722695286152,0.6190476190476191
ENSMUSG00000078870,129.955657654769,-1.18430416087235,-1.05825104966918,-1.1775950969573,1.15379805480555,-1.04741483245183,0.463025646281886,2.5814317183418,0.269309720521418,-0.03881697421392977,-0.4096682888050979
ENSMUSG00000048758,129.38924695684,-0.17916120355037,1.47411313591333,-0.139407289869121,-0.470629873507645,0.481460258502393,-2.26786083908465,1.93410919100077,-0.832623379404705,-0.4571105339706709,-0.5000000000000001
ENSMUSG00000051498,129.212426663992,-0.077913998771189,-1.86279564287247,-1.73745644450932,-0.0224420962187726,0.185708822521291,0.283847090420995,1.84276601948828,1.38828624994118,0.618062832566947,0.8571428571428572
ENSMUSG00000040767,129.183591614576,2.5234322741576,-1.0187332792389,-0.886685648940855,-0.930575170824166,-0.809615169723871,0.844133132826802,0.649132279274099,-0.371088417530706,-0.037031308531583464,-0.04761904761904763
ENSMUSG00000005220,129.174535406523,-0.608105736510998,-0.789926451094335,-0.838346032845499,2.11504798782725,-0.586664857730613,-0.635317807995177,0.0224859066096898,1.32082699173968,-0.21677497382553576,-0.023809523809523815
ENSMUSG00000041571,128.934097975425,0.404320090981672,0.531803667645569,0.866861317904353,0.226990878612809,0.506689486705743,-1.56774456014616,-2.15557657447577,1.18665569277179,-0.6246871422417468,-0.04761904761904763
ENSMUSG00000004552,128.86280133886,-0.938300423232932,-1.20184395100874,1.52224967102339,-0.871201587194594,0.710830994386803,-0.379511322010346,-0.39802614730353,1.55580276533995,-0.7385652932313852,-0.8095238095238096
ENSMUSG00000090272,127.949081948135,-1.07253902756843,1.35705723818075,0.978875565418266,0.919001814162337,-1.08422972107398,1.4914379109229,-1.2891234224434,-1.30048035759845,-0.018635355644799838,-0.11904761904761905
ENSMUSG00000024130,127.90140708472,0.787704781951972,-1.33899569560816,0.793910226434225,0.74633111846964,0.895701649383124,-1.69494938267378,-1.29627713759943,1.10657443964241,-0.4282489173471769,-0.3333333333333334
ENSMUSG00000023284,127.862035047397,0.537328364167412,-0.688806453992217,-0.137225967565667,-0.215619089810326,-0.187507786810819,2.09889400287338,-2.24786230416661,0.840799235304841,0.7541565082718713,0.5952380952380953
ENSMUSG00000027236,127.027694185662,0.325365385056226,1.15749797259923,-1.88983455786046,0.999522088525546,0.241485363678181,0.289556004328165,0.346172043459577,-1.46976429978646,0.9044475367942472,0.8095238095238096
ENSMUSG00000078899,126.936731173855,-1.08267868125714,-1.19431054485329,-1.22076689701532,0.682111813283462,-0.957914506834641,0.875723055375365,2.59322182934097,0.304613931960602,0.6075483281417583,0.4431217169079058
ENSMUSG00000020364,126.882363505583,-0.110150267472607,0.065895991446972,-0.0772930555632083,-0.341846652132459,2.48659092374938,-1.67636193477909,-0.296024525541516,-0.050810479707466,0.6690776764296898,0.8333333333333335
ENSMUSG00000055850,126.822014614096,-0.862506099480476,-0.726283402674309,-0.981805371561155,0.304711346572619,-0.815559948151715,-0.430705442921217,2.28996325206937,1.22218566614688,0.9249704170665071,0.7142857142857144
ENSMUSG00000028860,126.622560022925,-0.598101237394631,1.64705671245152,0.0558068461980268,-0.164390472140598,2.05769043621109,-0.923801954305022,-0.987527814654075,-1.08673251636631,0.4828473341867451,0.4285714285714286
ENSMUSG00000042082,126.616845689157,-1.48081052657549,1.54097643252097,-1.12964594131384,1.32890238145754,-1.06682123544789,1.10145034408741,-0.27734168336673,-0.0167097713619667,0.31563167879011395,0.11904761904761905
ENSMUSG00000032679,125.829674679978,-0.144822090525926,0.911208182729513,-1.34765165186426,1.57306646368512,0.848649193602794,-1.92163018997475,-1.21373252090611,1.29491261325361,-0.7713629901494172,-0.8333333333333335
ENSMUSG00000078887,125.039072304387,-1.11875322320155,-1.30233413931536,-1.10924213745552,0.0036893404241275,-0.962791868658102,1.62370195603133,2.25103608660467,0.614693985570413,-0.2810278108251635,-0.02395252523826518
ENSMUSG00000032425,124.975677633946,-1.0142600959307,-0.804650261626448,-0.605056546845954,-0.894222545746064,1.16210292479512,-1.19708242577944,2.07585715421242,1.27731179692106,0.69252549474107,0.523809523809524
ENSMUSG00000062526,124.940822754558,0.379843645293531,-0.62671538541105,-0.775608560322113,-0.419996811817455,-0.582259068007415,0.49317795526508,-1.13416889435104,2.66572711935046,-0.451847017398248,-0.4523809523809524
ENSMUSG00000038302,123.795789628557,0.690171330090073,0.383138408491533,0.633717742005837,0.518871127170417,0.694573762965247,-2.30934486849236,-0.315764669780814,-0.295362832449933,0.4178464439467006,-0.28571428571428575
ENSMUSG00000040498,123.560179916107,-0.442554848702232,-0.345690760045328,1.70359305627984,1.86760593534426,-1.13013026275812,-1.21346404932663,0.760714715436703,-1.20007378622849,0.18670515697519716,0.1666666666666667
ENSMUSG00000050312,123.458093345277,0.914549994728458,0.934330203213009,1.07071092442721,0.810764907691896,0.993969392055772,-1.45839027090766,-1.66366406944458,-1.60227108176411,0.5915838278542491,0.4285714285714286
ENSMUSG00000102095,123.042381042178,-0.796823132834871,1.97069621941216,-0.475447548551035,1.87657015281497,-0.604089816940664,-1.37303547854276,0.157294520658581,-0.75516491601639,0.6338694905647757,0.8571428571428572
ENSMUSG00000029464,122.277371407894,-0.600134838476533,-0.475610294861467,-0.257969769350897,-0.197046774679384,-0.379008525997745,2.56031600545729,0.3944445615267,-1.04499036361796,-0.0727411567562893,-0.11904761904761905
ENSMUSG00000024747,122.169326216744,-0.654098132707045,-0.756261759545958,-0.80590885346473,-1.15108138723098,1.14985792448917,2.00950583961836,0.810914465492467,-0.602928096651284,-0.8402836979676728,-0.5952380952380953
ENSMUSG00000039145,121.721035177211,1.03572577533436,0.803452776485822,0.0400982560158764,1.30812050456167,0.927365385118049,-1.71505089392882,-1.45096897228252,-0.948742831304432,0.9191191688553362,0.9285714285714287
ENSMUSG00000061232,121.664040755216,-0.240068207810195,1.71197927512959,1.84449264533634,-0.872377655915168,0.05999300719977,-0.228683652757087,-1.61716947588457,-0.658165935298676,-0.3861476587309353,-0.38095238095238104
ENSMUSG00000072694,121.281964568156,-0.761137852734073,-1.70053610826926,-0.431579065992764,-0.86505771737971,1.06780877218838,1.24830040386629,2.28053244140715,-0.838330873086014,0.4138364531039321,0.2380952380952381
ENSMUSG00000101517,121.019471738394,0.666592657371759,0.644453138499024,0.795995471115128,0.523496853302359,0.493639490188241,-1.95016640754404,-1.70486427791022,0.530853074977745,0.989469982289679,0.5476190476190477
ENSMUSG00000001663,120.953205759486,0.608704640909057,0.652591987458463,0.458471175538064,0.698794425297443,0.633836683906883,-2.27998059766502,0.575232125024713,-1.3476504404696,-0.23178948751530024,-0.04761904761904763
ENSMUSG00000054733,120.303705620195,0.368751922810557,1.10919634167903,0.56274809969034,0.374359260319433,0.391504334141744,-1.45823048335986,-2.11724422258694,0.768914747305703,0.3433827831151403,0.2380952380952381
ENSMUSG00000003039,120.302624930143,-1.65312337598967,-1.47048512068829,0.827633139857381,-1.35824649051948,0.824821590463757,1.05990799385889,0.640660210522817,1.12883205249459,0.732204322246387,0.5952380952380953
ENSMUSG00000002233,120.115252785962,-0.999794382191402,-0.801032767668974,-0.972158422578072,-0.577632395899394,1.0981144438547,2.31207443475014,0.257856997932404,-0.317427908199411,-0.5544828656510457,-0.3333333333333334
ENSMUSG00000021891,119.99340200407,1.17319528510238,0.931573915175144,0.393459822475818,0.691393673247397,0.955790575208799,-1.10345296993414,-1.25896426778001,-1.78299603349539,0.475341275056647,0.2142857142857143
ENSMUSG00000024357,119.625879970281,0.942979669858119,0.800995192056976,0.903386569355314,-0.879042070780563,0.711024288235499,-0.708996697851958,-2.38418212511159,0.613835174238207,-0.4954844428522648,-0.11904761904761905
ENSMUSG00000029727,119.293875766917,-1.84939117238614,0.645345977139825,0.878694761533193,-1.83684010497109,0.907389761663589,-0.191420093896578,0.644554159269436,0.801666711647766,-0.05664175563430537,0.19047619047619052
ENSMUSG00000028999,119.170126937852,-0.211331080585253,-0.327894541059287,-0.798146190944141,1.13448744259802,0.140832454752855,-1.1370796318792,2.55166552793054,-1.35253398081354,0.2250317940777717,0.2380952380952381
ENSMUSG00000021792,118.93580038546,-1.26468219219796,-1.45760007221296,-1.50283282369858,0.323206941691422,0.724662619913613,0.897700083033984,1.20716268522585,1.07238275824463,0.9024132990321149,0.880952380952381
ENSMUSG00000001761,118.836219991421,0.977600313895729,-0.214621120762224,0.881740773874242,0.949127531524908,0.885275777884923,-1.63426487178434,-1.90897352976712,0.0641151251338788,0.5040096239227578,0.30952380952380953
ENSMUSG00000047719,118.733683697249,-0.222767397487806,-2.01707387611473,0.989149552018624,0.62930768384108,0.794355727345524,-1.80792631441808,0.699236857200743,0.935717767614643,-0.6208471774095169,-0.261904761904762
ENSMUSG00000027940,118.709759978167,1.28504793306545,1.22619307250226,1.50737238269853,-1.11937864966161,-0.716922755689864,0.292554062428727,-1.31442197435814,-1.16044407098535,-0.751324583661765,-0.7380952380952381
ENSMUSG00000044339,118.661119321122,-0.569974779840581,-0.286980201791675,-0.539978763399665,-0.357160644013918,2.09753433416532,-1.11339269481958,0.73549444658561,0.0344583031144919,-0.4195106766678552,-0.3571428571428572
ENSMUSG00000026544,118.307020110894,-0.440316463667488,2.09639305215784,-0.814915329043509,-0.487410559056248,-0.681385390760765,0.177755492501758,1.32444043380276,-1.17456123593434,0.5147192502167776,0.3333333333333334
ENSMUSG00000090925,118.271974220639,-1.14481976819714,-0.968179549857062,-0.922467323783518,0.549805896794637,-1.05270678486504,0.463218699816669,2.59705719792924,0.478091632162209,-0.4118191929351589,0.28571428571428575
ENSMUSG00000032577,118.093013549385,-1.10701107468455,0.788443460151732,-0.926741632000007,-1.11986233817288,-0.972462559955861,0.938419329833714,1.95925581435557,0.439959000472286,-0.14806585605295153,-0.14285714285714288
ENSMUSG00000038195,117.98225727781,-0.190897722710554,0.0571751584931426,0.0834993789028151,0.24847732371603,-0.0102437112130053,0.473280450900263,1.82605843593864,-2.48734931402733,0.8481357280261884,0.023809523809523815
ENSMUSG00000051427,117.865767685114,-0.853739041785876,1.58928952326145,1.6232885636036,-0.838187576947921,-0.812017549907248,-1.5822192879296,1.48232914890502,-0.608743779199425,0.8628453952200603,0.9523809523809524
ENSMUSG00000003135,117.2454404695,-0.659550949550356,-0.828239607813287,-1.03917943047907,-0.405468439707988,-0.87732528694501,1.79366622688142,0.0712773337384184,1.94482015387588,-0.2511786382565944,-0.023809523809523815
ENSMUSG00000021222,117.162670489748,-0.677532270693199,-0.710007924656507,-0.694740056159272,-0.557877087719689,-0.631064397410245,2.19453920933911,1.65458903148583,-0.577906504186033,0.9897270742395605,0.9523809523809524
ENSMUSG00000087165,117.116688111543,-0.233932006915733,-0.0153653560629055,0.155838668126432,-0.046663452819248,-0.221999288677303,2.41532535730835,-2.41098425991869,0.357780338959101,-0.057145788840106015,-0.04761904761904763
