,lod,A_J.39,C57BL_6J.39,129S1_SvImJ.39,NOD_ShiLtJ.39,NZO_HlLtJ.39,CAST_EiJ.39,PWK_PhJ.39,WSB_EiJ.39,pearson_corr,spearman_corr
ENSMUSG00000020268,87.1076963152884,-1.26955000355506,-0.516009043242016,-1.4682012996133,-1.29564000624708,2.30158693527666,0.906545816696336,2.10796654188473,-0.766698941200271,0.5733510009352657,0.8095238095238096
ENSMUSG00000052031,80.1977940649503,1.45598803380477,1.94144460413343,-1.20891200081244,1.56012969327473,-1.16661537623186,-0.525993212698777,-0.313760366466262,-1.74228137500359,-0.8193667766992342,-0.8333333333333335
ENSMUSG00000024026,79.672341578593,2.71404554450273,-0.929445019654253,0.992962502556581,-1.22868619353349,-0.945596675235505,0.893835730691671,-0.389852599620106,-1.10726328970762,-0.4896811179135999,-0.5476190476190477
ENSMUSG00000034101,79.3556044746957,0.213264287180306,-1.24196970918502,-1.10995505692816,-1.01268907405152,-1.70280851831722,-0.410516650488543,4.00571088764855,1.25896383414159,-0.9810313835714548,-0.880952380952381
ENSMUSG00000027597,79.0109983397792,1.25021333301624,1.35767857759603,-1.2983853274024,-1.30717941811931,-1.12195318667527,0.915107653491496,1.36730723510843,-1.16278886701522,-0.32539894772306127,-0.38095238095238104
ENSMUSG00000056487,78.7736119920657,-0.459856384422792,-0.0787324532128968,2.37162143283137,-1.19314432148535,-1.54071137864669,0.109579314927509,-1.18885914468916,1.98010293469801,-0.0030790000544272302,0.07142857142857144
ENSMUSG00000094724,78.6206726871283,1.7470731895724,0.444059734261968,0.187652333897971,0.439389203468414,0.407332338637881,-1.59653454786815,-2.13664996918978,0.507677717219287,-0.5654455049565767,-0.09523809523809526
ENSMUSG00000063953,77.5440173657077,-0.750672839321258,-0.906268133243253,-0.838992999787873,-0.585495882305365,-0.754543822094918,1.58555851562783,1.57717978721771,0.673235373907126,-0.7368830742845841,-0.6904761904761906
ENSMUSG00000060441,77.400577011874,-1.40094640485238,-0.394656740272134,-1.46793098956083,-0.0937723611415377,2.42964175534991,0.309370067593367,-1.11035977126132,1.72865444414492,0.5229980115770356,0.6428571428571429
ENSMUSG00000095824,76.3454427599952,-0.670832984439542,-0.536394488891858,-0.666699802113702,-0.281323301146479,-0.518091806479267,2.88572272822896,-1.83160938704267,1.61922904188456,-0.14804958576909902,-0.28571428571428575
ENSMUSG00000079247,75.9669262803655,-0.730726551640939,-0.567140631315566,-0.727856524658525,-0.365154159449786,-0.541615622442222,2.93116004535136,-1.62506600517105,1.62639944932673,-0.7922596897126211,-0.523809523809524
ENSMUSG00000097662,75.9134831090483,-1.20412006480405,-1.37276271534091,0.68144790104564,0.691744115567546,0.829042894827468,-0.710951550691047,2.39447092393979,-1.30887150454444,-0.9096413298757275,-0.8333333333333335
ENSMUSG00000027236,75.620981191097,0.181740978025973,1.49309953242954,-1.88752643081531,0.528029666172422,0.513751589214473,-0.26672065475069,1.20134447964574,-1.76371915992214,0.4305012974999197,0.19047619047619052
ENSMUSG00000005553,75.3502865982832,-0.396801607914637,1.9245450654072,-0.18151196297232,-0.0470301269702994,-0.943205390863611,-1.3437851646869,0.807620084371241,0.180169103629332,0.3553783461220118,0.3571428571428572
ENSMUSG00000093483,74.5927371178407,2.27307057367076,-1.57314623526868,2.2038898987447,-1.11378643559917,-1.17609422356327,-0.275249606520109,-0.707680271735103,0.368996300270865,0.05643631409913236,0.5714285714285715
ENSMUSG00000085558,74.4900104151322,0.793759046057363,1.62969567623488,-0.825455044889895,0.577204351223855,1.50751180066924,-1.68626316740959,-1.44070754772591,-0.555745114159939,0.8464389200402822,0.7857142857142858
ENSMUSG00000028619,74.152518104483,-0.665661549582019,1.25366861144711,-0.552123547514442,0.951149640059592,-2.21894903355595,0.39487795519017,-0.222699606621043,1.05973753057658,-0.3324664330078929,-0.4047619047619048
ENSMUSG00000106951,73.0718501758203,1.74799706633937,-0.721567388601787,-0.541673817165344,0.715587941225066,-0.951984007305238,-1.5669366147687,-0.757960588263238,2.07653740853987,0.6573904910923384,0.7142857142857144
ENSMUSG00000032498,72.5924569290757,1.06054573547772,1.39602804423515,-1.86981125220454,1.10113488350399,0.523495795355877,-0.613420367003259,-1.72074531749972,0.122772478134782,0.28012775197139705,0.523809523809524
ENSMUSG00000079427,72.4125192215942,-0.297981235055988,-0.355253786050157,-0.331729666340702,-0.348986966687576,0.702821447496198,2.14783102067223,-2.08751364111837,0.570812827084363,-0.37216001395633674,-0.4285714285714286
ENSMUSG00000026649,72.3817119689907,-1.03361495451416,2.45925325766835,-0.84945823554282,0.448218556312176,-1.08490915876549,0.168649438635188,-0.778678367017746,0.670539463224499,0.8649930734024959,0.523809523809524
ENSMUSG00000091476,71.5343983741141,1.50340810660712,-1.33106693959731,-1.10809940218167,-1.39621344267358,0.402503409755724,-0.850628296957261,1.19918123725596,1.58091532779102,-0.409318608351307,-0.26347777762091695
ENSMUSG00000099847,71.3844398448531,-0.8716647287061,-0.72316132462057,-0.590663725844811,-0.798477524007189,-0.810316253925188,1.71866224501017,2.75644087233504,-0.680819560241353,-0.1705941016989322,-0.30952380952380953
ENSMUSG00000030556,71.0111755299469,-0.904862743247667,0.703780961827879,-0.800071187369682,-0.868415322407473,-0.774513285515051,1.3938203930817,2.11170600080593,-0.861444817175641,0.300386664564527,0.2380952380952381
ENSMUSG00000086968,70.9188289994361,0.820733512714123,0.679087920881951,0.83455515614154,0.745736678542791,-1.62372400565952,-1.53098046006233,-0.865637427508787,0.940228624950237,0.7626867940521428,0.8571428571428572
ENSMUSG00000058174,70.8820206381143,-0.753478967318729,2.69943038298204,-0.971370292819382,-0.533917182615678,-1.08746697086873,0.321521535728287,0.946662355163108,-0.621380860250909,-0.11609893025771768,-0.2380952380952381
ENSMUSG00000102483,70.5587015642382,0.411906825963941,-0.997106542130965,-1.25085368836014,-1.02784095881914,0.355508919590681,-0.131210653826293,2.32516328739739,0.314432810184526,-0.020989115891767156,0.11904761904761905
ENSMUSG00000039653,70.4380075672136,-0.724017194094528,-0.758294726817172,-0.907448649709461,-0.692811524610375,-0.491800747904719,0.947564748693719,1.89854362458496,0.728264469857578,0.33626068075336246,0.523809523809524
