ENSMUSG00000000001
ENSMUSG00000000056
ENSMUSG00000000142
ENSMUSG00000000148
ENSMUSG00000000167
ENSMUSG00000000168
ENSMUSG00000000197
ENSMUSG00000000244
ENSMUSG00000000247
ENSMUSG00000000276
ENSMUSG00000000278
ENSMUSG00000000290
ENSMUSG00000000296
ENSMUSG00000000301
ENSMUSG00000000303
ENSMUSG00000000320
ENSMUSG00000000340
ENSMUSG00000000365
ENSMUSG00000000374
ENSMUSG00000000385
ENSMUSG00000000392
ENSMUSG00000000399
ENSMUSG00000000409
ENSMUSG00000000439
ENSMUSG00000000530
ENSMUSG00000000538
ENSMUSG00000000552
ENSMUSG00000000555
ENSMUSG00000000561
ENSMUSG00000000563
ENSMUSG00000000581
ENSMUSG00000000605
ENSMUSG00000000628
ENSMUSG00000000682
ENSMUSG00000000686
ENSMUSG00000000690
ENSMUSG00000000711
ENSMUSG00000000740
ENSMUSG00000000753
ENSMUSG00000000776
ENSMUSG00000000782
ENSMUSG00000000794
ENSMUSG00000000804
ENSMUSG00000000811
ENSMUSG00000000823
ENSMUSG00000000861
ENSMUSG00000000901
ENSMUSG00000000916
ENSMUSG00000000957
ENSMUSG00000001014
ENSMUSG00000001017
ENSMUSG00000001029
ENSMUSG00000001052
ENSMUSG00000001053
ENSMUSG00000001054
ENSMUSG00000001076
ENSMUSG00000001095
ENSMUSG00000001120
ENSMUSG00000001143
ENSMUSG00000001155
ENSMUSG00000001158
ENSMUSG00000001166
ENSMUSG00000001175
ENSMUSG00000001240
ENSMUSG00000001247
ENSMUSG00000001248
ENSMUSG00000001280
ENSMUSG00000001281
ENSMUSG00000001285
ENSMUSG00000001300
ENSMUSG00000001305
ENSMUSG00000001313
ENSMUSG00000001323
ENSMUSG00000001348
ENSMUSG00000001366
ENSMUSG00000001376
ENSMUSG00000001403
ENSMUSG00000001415
ENSMUSG00000001416
ENSMUSG00000001435
ENSMUSG00000001436
ENSMUSG00000001440
ENSMUSG00000001441
ENSMUSG00000001467
ENSMUSG00000001507
ENSMUSG00000001569
ENSMUSG00000001583
ENSMUSG00000001588
ENSMUSG00000001665
ENSMUSG00000001674
ENSMUSG00000001755
ENSMUSG00000001761
ENSMUSG00000001768
ENSMUSG00000001785
ENSMUSG00000001786
ENSMUSG00000001794
ENSMUSG00000001802
ENSMUSG00000001833
ENSMUSG00000001844
ENSMUSG00000001909
ENSMUSG00000001910
ENSMUSG00000001911
ENSMUSG00000001930
ENSMUSG00000001942
ENSMUSG00000001943
ENSMUSG00000001946
ENSMUSG00000001948
ENSMUSG00000001985
ENSMUSG00000001998
ENSMUSG00000002031
ENSMUSG00000002052
ENSMUSG00000002055
ENSMUSG00000002068
ENSMUSG00000002107
ENSMUSG00000002109
ENSMUSG00000002129
ENSMUSG00000002147
ENSMUSG00000002210
ENSMUSG00000002227
ENSMUSG00000002228
ENSMUSG00000002233
ENSMUSG00000002324
ENSMUSG00000002329
ENSMUSG00000002384
ENSMUSG00000002393
ENSMUSG00000002409
ENSMUSG00000002413
ENSMUSG00000002428
ENSMUSG00000002486
ENSMUSG00000002489
ENSMUSG00000002524
ENSMUSG00000002546
ENSMUSG00000002550
ENSMUSG00000002608
ENSMUSG00000002633
ENSMUSG00000002679
ENSMUSG00000002688
ENSMUSG00000002699
ENSMUSG00000002718
ENSMUSG00000002728
ENSMUSG00000002731
ENSMUSG00000002732
ENSMUSG00000002733
ENSMUSG00000002741
ENSMUSG00000002799
ENSMUSG00000002820
ENSMUSG00000002825
ENSMUSG00000002844
ENSMUSG00000002870
ENSMUSG00000002871
ENSMUSG00000002900
ENSMUSG00000002948
ENSMUSG00000002957
ENSMUSG00000002968
ENSMUSG00000002981
ENSMUSG00000003099
ENSMUSG00000003119
ENSMUSG00000003123
ENSMUSG00000003154
ENSMUSG00000003161
ENSMUSG00000003166
ENSMUSG00000003184
ENSMUSG00000003227
ENSMUSG00000003233
ENSMUSG00000003282
ENSMUSG00000003283
ENSMUSG00000003308
ENSMUSG00000003309
ENSMUSG00000003316
ENSMUSG00000003346
ENSMUSG00000003348
ENSMUSG00000003379
ENSMUSG00000003421
ENSMUSG00000003423
ENSMUSG00000003429
ENSMUSG00000003435
ENSMUSG00000003438
ENSMUSG00000003469
ENSMUSG00000003476
ENSMUSG00000003484
ENSMUSG00000003500
ENSMUSG00000003526
ENSMUSG00000003528
ENSMUSG00000003575
ENSMUSG00000003585
ENSMUSG00000003644
ENSMUSG00000003660
ENSMUSG00000003662
ENSMUSG00000003721
ENSMUSG00000003752
ENSMUSG00000003808
ENSMUSG00000003809
ENSMUSG00000003810
ENSMUSG00000003813
ENSMUSG00000003849
ENSMUSG00000003882
ENSMUSG00000003934
ENSMUSG00000003948
ENSMUSG00000003970
ENSMUSG00000003992
ENSMUSG00000004032
ENSMUSG00000004038
ENSMUSG00000004040
ENSMUSG00000004071
ENSMUSG00000004085
ENSMUSG00000004099
ENSMUSG00000004127
ENSMUSG00000004151
ENSMUSG00000004233
ENSMUSG00000004266
ENSMUSG00000004268
ENSMUSG00000004270
ENSMUSG00000004341
ENSMUSG00000004356
ENSMUSG00000004359
ENSMUSG00000004383
ENSMUSG00000004415
ENSMUSG00000004451
ENSMUSG00000004508
ENSMUSG00000004552
ENSMUSG00000004567
ENSMUSG00000004568
ENSMUSG00000004610
